Word,Count,Percentage,Total,Distinct
the,553,4.31660291936617,12811,2368
of,481,3.7545859027398327,,
to,442,3.4501600187339005,,
and,360,2.8100850831316837,,
that,279,2.1778159394270546,,
a,254,1.9826711419873546,,
in,207,1.615798922800718,,
is,199,1.553352587620014,,
you,189,1.475294668644134,,
we,165,1.2879556631020217,,
i,162,1.2645382874092577,,
it,149,1.1630629927406135,,
for,127,0.9913355709936773,,
are,126,0.9835297790960894,,
will,116,0.9054718601202092,,
not,113,0.8820544844274452,,
this,112,0.8742486925298572,,
our,105,0.8196081492467412,,
as,101,0.7883849816563891,,
be,90,0.7025212707829209,,
#free,89,0.6947154788853329,,
have,87,0.6791038950901569,,
do,80,0.6244633518070408,,
but,79,0.6166575599094528,,
would,77,0.6010459761142768,,
your,76,0.5932401842166888,,
or,74,0.5776286004215128,,
if,68,0.5307938490359847,,
no,65,0.5073764733432207,,
my,64,0.4995706814456327,,
what,64,0.4995706814456327,,
can,61,0.47615330575286857,,
with,59,0.46054172195769255,,
his,57,0.4449301381625166,,
they,54,0.42151276246975256,,
by,50,0.3902895948794005,,
an,50,0.3902895948794005,,
on,49,0.3824838029818125,,
one,49,0.3824838029818125,,
#conscious,45,0.35126063539146046,,
people,45,0.35126063539146046,,
which,44,0.34345484349387245,,
from,43,0.33564905159628444,,
was,41,0.3200374678011084,,
#actions,40,0.3122316759035204,,
their,40,0.3122316759035204,,
he,39,0.3044258840059324,,
#behavior,38,0.2966200921083444,,
why,38,0.2966200921083444,,
had,37,0.2888143002107564,,
at,37,0.2888143002107564,,
#freedom,36,0.28100850831316837,,
#brain,36,0.28100850831316837,,
these,36,0.28100850831316837,,
human,36,0.28100850831316837,,
did,33,0.25759113262040434,,
than,33,0.25759113262040434,,
about,33,0.25759113262040434,,
could,32,0.24978534072281636,,
all,32,0.24978534072281636,,
more,32,0.24978534072281636,,
#thoughts,31,0.2419795488252283,,
us,31,0.2419795488252283,,
there,28,0.2185621731324643,,
been,28,0.2185621731324643,,
when,27,0.21075638123487628,,
#sense,27,0.21075638123487628,,
how,26,0.20295058933728827,,
know,26,0.20295058933728827,,
has,26,0.20295058933728827,,
were,26,0.20295058933728827,,
#feel,25,0.19514479743970026,,
#mind,25,0.19514479743970026,,
them,25,0.19514479743970026,,
does,24,0.18733900554211225,,
think,24,0.18733900554211225,,
even,24,0.18733900554211225,,
cannot,24,0.18733900554211225,,
like,24,0.18733900554211225,,
just,24,0.18733900554211225,,
any,24,0.18733900554211225,,
because,23,0.17953321364452424,,
make,23,0.17953321364452424,,
events,23,0.17953321364452424,,
course,23,0.17953321364452424,,
me,22,0.17172742174693623,,
most,22,0.17172742174693623,,
person,21,0.16392162984934822,,
however,21,0.16392162984934822,,
say,21,0.16392162984934822,,
certain,21,0.16392162984934822,,
causes,21,0.16392162984934822,,
#responsible,21,0.16392162984934822,,
change,20,0.1561158379517602,,
so,20,0.1561158379517602,,
seem,20,0.1561158379517602,,
moral,20,0.1561158379517602,,
fact,20,0.1561158379517602,,
only,20,0.1561158379517602,,
some,20,0.1561158379517602,,
who,20,0.1561158379517602,,
must,19,0.1483100460541722,,
moment,19,0.1483100460541722,,
life,19,0.1483100460541722,,
intentions,19,0.1483100460541722,,
other,19,0.1483100460541722,,
such,18,0.14050425415658419,,
seems,18,0.14050425415658419,,
cause,17,0.13269846225899617,,
#thought,17,0.13269846225899617,,
idea,17,0.13269846225899617,,
control,17,0.13269846225899617,,
case,17,0.13269846225899617,,
experience,17,0.13269846225899617,,
being,17,0.13269846225899617,,
might,17,0.13269846225899617,,
own,17,0.13269846225899617,,
now,16,0.12489267036140818,,
next,16,0.12489267036140818,,
many,16,0.12489267036140818,,
over,16,0.12489267036140818,,
illusion,16,0.12489267036140818,,
desires,15,0.11708687846382014,,
where,15,0.11708687846382014,,
am,15,0.11708687846382014,,
prior,15,0.11708687846382014,,
decide,15,0.11708687846382014,,
him,15,0.11708687846382014,,
otherwise,14,0.10928108656623214,,
out,14,0.10928108656623214,,
others,14,0.10928108656623214,,
responsibility,14,0.10928108656623214,,
every,14,0.10928108656623214,,
believe,14,0.10928108656623214,,
see,14,0.10928108656623214,,
before,14,0.10928108656623214,,
two,14,0.10928108656623214,,
need,13,0.10147529466864413,,
#action,13,0.10147529466864413,,
instance,13,0.10147529466864413,,
choose,13,0.10147529466864413,,
made,13,0.10147529466864413,,
choices,13,0.10147529466864413,,
physical,13,0.10147529466864413,,
simply,13,0.10147529466864413,,
different,13,0.10147529466864413,,
into,13,0.10147529466864413,,
upon,13,0.10147529466864413,,
much,12,0.09366950277105612,,
want,12,0.09366950277105612,,
don’t,12,0.09366950277105612,,
after,12,0.09366950277105612,,
#consciousness,12,0.09366950277105612,,
mental,12,0.09366950277105612,,
way,12,0.09366950277105612,,
problem,12,0.09366950277105612,,
take,12,0.09366950277105612,,
her,12,0.09366950277105612,,
merely,12,0.09366950277105612,,
another,12,0.09366950277105612,,
consider,11,0.08586371087346811,,
wanted,11,0.08586371087346811,,
itself,11,0.08586371087346811,,
unconscious,11,0.08586371087346811,,
decided,11,0.08586371087346811,,
should,11,0.08586371087346811,,
